Complexity metrics,sexta, 7 nov. 2025 19:17:00 WET
Method,CogC,ev(G),iv(G),v(G)
mindustry.world.draw.DrawHeatRegion.DrawHeatRegion(float),0,1,1,1
mindustry.world.draw.DrawHeatRegion.draw(Building),4,1,3,4
mindustry.world.draw.DrawHeatRegion.load(Block),0,1,1,1
mindustry.world.draw.DrawLiquidOutputs.draw(Building),9,2,3,6
"mindustry.world.draw.DrawLiquidOutputs.drawPlan(Block, BuildPlan, Eachable<BuildPlan>)",9,2,3,6
mindustry.world.draw.DrawLiquidOutputs.load(Block),4,2,3,4
mindustry.world.draw.DrawLiquidRegion.DrawLiquidRegion(),0,1,1,1
mindustry.world.draw.DrawLiquidRegion.DrawLiquidRegion(Liquid),0,1,1,1
mindustry.world.draw.DrawLiquidRegion.draw(Building),1,1,2,2
mindustry.world.draw.DrawLiquidRegion.load(Block),1,2,1,2
mindustry.world.draw.DrawLiquidTile.DrawLiquidTile(),0,1,1,1
mindustry.world.draw.DrawLiquidTile.DrawLiquidTile(Liquid),0,1,1,1
"mindustry.world.draw.DrawLiquidTile.DrawLiquidTile(Liquid, float)",0,1,1,1
mindustry.world.draw.DrawLiquidTile.draw(Building),1,1,2,2
mindustry.world.draw.DrawLiquidTile.load(Block),4,1,1,5
mindustry.world.draw.DrawMulti.DrawMulti(),0,1,1,1
mindustry.world.draw.DrawMulti.DrawMulti(DrawBlock...),0,1,1,1
mindustry.world.draw.DrawMulti.DrawMulti(Seq<DrawBlock>),0,1,1,1
mindustry.world.draw.DrawMulti.draw(Building),1,1,2,2
mindustry.world.draw.DrawMulti.drawLight(Building),1,1,2,2
"mindustry.world.draw.DrawMulti.drawPlan(Block, BuildPlan, Eachable<BuildPlan>)",1,1,2,2
"mindustry.world.draw.DrawMulti.getRegionsToOutline(Block, Seq<TextureRegion>)",1,1,2,2
mindustry.world.draw.DrawMulti.icons(Block),1,1,2,2
mindustry.world.draw.DrawMulti.load(Block),1,1,2,2
mindustry.world.draw.DrawMultiWeave.draw(Building),1,1,2,2
mindustry.world.draw.DrawMultiWeave.icons(Block),1,1,1,2
mindustry.world.draw.DrawMultiWeave.load(Block),0,1,1,1
mindustry.world.draw.DrawParticles.draw(Building),10,1,4,5
mindustry.world.draw.DrawPistons.draw(Building),11,1,4,8
"mindustry.world.draw.DrawPistons.drawPlan(Block, BuildPlan, Eachable<BuildPlan>)",1,1,2,2
mindustry.world.draw.DrawPistons.icons(Block),0,1,1,1
mindustry.world.draw.DrawPistons.load(Block),0,1,1,1
mindustry.world.draw.DrawPlasma.draw(Building),1,1,2,2
mindustry.world.draw.DrawPlasma.drawLight(Building),0,1,1,1
mindustry.world.draw.DrawPlasma.load(Block),1,1,2,2
mindustry.world.draw.DrawPower.DrawPower(),0,1,1,1
mindustry.world.draw.DrawPower.DrawPower(String),0,1,1,1
mindustry.world.draw.DrawPower.draw(Building),6,1,4,4
"mindustry.world.draw.DrawPower.drawPlan(Block, BuildPlan, Eachable<BuildPlan>)",2,2,3,4
mindustry.world.draw.DrawPower.icons(Block),2,1,2,3
mindustry.world.draw.DrawPower.load(Block),2,1,2,2
mindustry.world.draw.DrawPulseShape.DrawPulseShape(),0,1,1,1
mindustry.world.draw.DrawPulseShape.DrawPulseShape(boolean),0,1,1,1
mindustry.world.draw.DrawPulseShape.draw(Building),8,1,5,5
mindustry.world.draw.DrawPumpLiquid.draw(Building),2,2,1,3
mindustry.world.draw.DrawPumpLiquid.load(Block),0,1,1,1
mindustry.world.draw.DrawRegion.DrawRegion(),0,1,1,1
mindustry.world.draw.DrawRegion.DrawRegion(String),0,1,1,1
"mindustry.world.draw.DrawRegion.DrawRegion(String, float)",0,1,1,1
"mindustry.world.draw.DrawRegion.DrawRegion(String, float, boolean)",0,1,1,1
mindustry.world.draw.DrawRegion.draw(Building),7,1,5,5
"mindustry.world.draw.DrawRegion.drawPlan(Block, BuildPlan, Eachable<BuildPlan>)",7,2,2,5
mindustry.world.draw.DrawRegion.icons(Block),0,1,1,1
mindustry.world.draw.DrawRegion.load(Block),0,1,1,1
mindustry.world.draw.DrawShape.draw(Building),2,1,3,3
mindustry.world.draw.DrawSideRegion.draw(Building),1,1,1,2
"mindustry.world.draw.DrawSideRegion.drawPlan(Block, BuildPlan, Eachable<BuildPlan>)",1,1,1,2
mindustry.world.draw.DrawSideRegion.icons(Block),0,1,1,1
mindustry.world.draw.DrawSideRegion.load(Block),0,1,1,1
mindustry.world.draw.DrawSoftParticles.draw(Building),4,1,4,4
mindustry.world.draw.DrawSoftParticles.load(Block),0,1,1,1
mindustry.world.draw.DrawSpikes.DrawSpikes(),0,1,1,1
mindustry.world.draw.DrawSpikes.DrawSpikes(Color),0,1,1,1
mindustry.world.draw.DrawSpikes.draw(Building),2,2,2,3
mindustry.world.draw.DrawTurret.DrawTurret(),0,1,1,1
mindustry.world.draw.DrawTurret.DrawTurret(String),0,1,1,1
mindustry.world.draw.DrawTurret.draw(Building),9,1,4,6
"mindustry.world.draw.DrawTurret.drawHeat(Turret, TurretBuild)",2,2,2,3
"mindustry.world.draw.DrawTurret.drawPlan(Block, BuildPlan, Eachable<BuildPlan>)",1,1,1,2
"mindustry.world.draw.DrawTurret.drawTurret(Turret, TurretBuild)",5,1,5,5
"mindustry.world.draw.DrawTurret.getRegionsToOutline(Block, Seq<TextureRegion>)",4,1,6,6
mindustry.world.draw.DrawTurret.icons(Block),1,1,1,2
mindustry.world.draw.DrawTurret.load(Block),5,2,5,6
mindustry.world.draw.DrawWarmupRegion.draw(Building),0,1,1,1
"mindustry.world.draw.DrawWarmupRegion.drawPlan(Block, BuildPlan, Eachable<BuildPlan>)",0,1,1,1
mindustry.world.draw.DrawWarmupRegion.load(Block),0,1,1,1
mindustry.world.draw.DrawWeave.draw(Building),0,1,1,1
mindustry.world.draw.DrawWeave.icons(Block),0,1,1,1
mindustry.world.draw.DrawWeave.load(Block),0,1,1,1
"mindustry.world.meta.Attribute.Attribute(int, String)",0,1,1,1
mindustry.world.meta.Attribute.add(String),0,1,1,1
mindustry.world.meta.Attribute.env(),1,2,1,2
mindustry.world.meta.Attribute.exists(String),0,1,1,1
mindustry.world.meta.Attribute.get(String),0,1,1,1
mindustry.world.meta.Attribute.toString(),0,1,1,1
mindustry.world.meta.BlockGroup.BlockGroup(),0,1,1,1
mindustry.world.meta.BlockGroup.BlockGroup(boolean),0,1,1,1
mindustry.world.meta.BlockStatus.BlockStatus(Color),0,1,1,1
mindustry.world.meta.BuildVisibility.BuildVisibility(Boolp),0,1,1,1
mindustry.world.meta.BuildVisibility.visible(),0,1,1,1
mindustry.world.meta.Stat.Stat(String),0,1,1,1
"mindustry.world.meta.Stat.Stat(String, StatCat)",0,1,1,1
mindustry.world.meta.Stat.compareTo(Stat),0,1,1,1
mindustry.world.meta.Stat.localized(),0,1,1,1
mindustry.world.meta.Stat.toString(),0,1,1,1
mindustry.world.meta.StatCat.StatCat(String),0,1,1,1
mindustry.world.meta.StatCat.compareTo(StatCat),0,1,1,1
mindustry.world.meta.StatCat.localized(),0,1,1,1
mindustry.world.meta.StatCat.toString(),0,1,1,1
mindustry.world.meta.StatUnit.StatUnit(String),0,1,1,1
"mindustry.world.meta.StatUnit.StatUnit(String, String)",0,1,1,1
"mindustry.world.meta.StatUnit.StatUnit(String, boolean)",0,1,1,1
mindustry.world.meta.StatUnit.localized(),1,2,1,2
mindustry.world.meta.StatValues.abilities(Seq<Ability>),12,1,4,4
"mindustry.world.meta.StatValues.ammo(ObjectMap<T, BulletType>)",0,1,1,1
"mindustry.world.meta.StatValues.ammo(ObjectMap<T, BulletType>, boolean)",0,1,1,1
"mindustry.world.meta.StatValues.ammo(ObjectMap<T, BulletType>, boolean, boolean)",161,3,36,51
mindustry.world.meta.StatValues.ammoStat(float),1,1,1,2
"mindustry.world.meta.StatValues.blockEfficiency(Block, float, boolean)",7,1,1,3
"mindustry.world.meta.StatValues.blocks(Attribute, boolean, float, boolean)",0,1,1,1
"mindustry.world.meta.StatValues.blocks(Attribute, boolean, float, boolean, boolean)",36,1,11,13
mindustry.world.meta.StatValues.blocks(Boolf<Block>),0,1,1,1
mindustry.world.meta.StatValues.blocks(Seq<Block>),0,1,1,1
mindustry.world.meta.StatValues.bool(boolean),2,1,1,2
"mindustry.world.meta.StatValues.boosters(float, float, float, boolean, Boolf<Liquid>)",19,3,2,5
"mindustry.world.meta.StatValues.content(Seq<T>, Boolf<T>)",0,1,1,1
"mindustry.world.meta.StatValues.content(Seq<T>, Boolf<T>, String)",22,3,5,7
mindustry.world.meta.StatValues.content(Seq<UnlockableContent>),0,1,1,1
mindustry.world.meta.StatValues.content(UnlockableContent),0,1,1,1
mindustry.world.meta.StatValues.displayItem(Item),0,1,1,1
"mindustry.world.meta.StatValues.displayItem(Item, int)",0,1,1,1
"mindustry.world.meta.StatValues.displayItem(Item, int, boolean)",3,1,2,3
"mindustry.world.meta.StatValues.displayItem(Item, int, float, boolean)",1,1,1,2
"mindustry.world.meta.StatValues.displayItemPercent(Item, int, boolean)",1,1,1,2
"mindustry.world.meta.StatValues.displayLiquid(Liquid, float, boolean)",4,1,4,5
"mindustry.world.meta.StatValues.drillables(float, float, float, ObjectFloatMap<Item>, Boolf<Block>)",16,3,4,5
mindustry.world.meta.StatValues.fixValue(float),0,1,1,1
mindustry.world.meta.StatValues.icon(UnlockableContent),0,1,1,1
"mindustry.world.meta.StatValues.itemBoosters(String, float, float, float, ItemStack[])",22,1,5,5
"mindustry.world.meta.StatValues.itemEffMultiplier(Floatf<Item>, float, Boolf<Item>)",0,1,1,1
"mindustry.world.meta.StatValues.itemEffMultiplier(Floatf<Item>, float, Boolf<Item>, ObjectFloatMap<Item>)",21,1,7,8
mindustry.world.meta.StatValues.items(Boolf<Item>),0,1,1,1
mindustry.world.meta.StatValues.items(ItemStack...),0,1,1,1
"mindustry.world.meta.StatValues.items(boolean, ItemStack...)",2,1,2,2
"mindustry.world.meta.StatValues.items(float, Boolf<Item>)",9,1,6,6
"mindustry.world.meta.StatValues.items(float, ItemStack...)",2,1,2,2
"mindustry.world.meta.StatValues.liquid(Liquid, float, boolean)",0,1,1,1
"mindustry.world.meta.StatValues.liquidEffMultiplier(Floatf<Liquid>, float, Boolf<Liquid>)",6,1,5,5
"mindustry.world.meta.StatValues.liquids(Boolf<Liquid>, float, boolean)",6,1,5,5
"mindustry.world.meta.StatValues.liquids(float, LiquidStack...)",0,1,1,1
"mindustry.world.meta.StatValues.liquids(float, boolean, LiquidStack...)",2,1,2,2
mindustry.world.meta.StatValues.multStat(float),1,1,1,2
mindustry.world.meta.StatValues.multiplierModifier(float),0,1,1,1
"mindustry.world.meta.StatValues.multiplierModifier(float, StatUnit)",0,1,1,1
"mindustry.world.meta.StatValues.multiplierModifier(float, StatUnit, boolean)",7,1,2,4
"mindustry.world.meta.StatValues.number(float, StatUnit)",0,1,1,1
"mindustry.world.meta.StatValues.number(float, StatUnit, boolean)",7,1,2,4
mindustry.world.meta.StatValues.percentModifier(float),0,1,1,1
"mindustry.world.meta.StatValues.percentModifier(float, StatUnit)",0,1,1,1
"mindustry.world.meta.StatValues.percentModifier(float, StatUnit, boolean)",7,1,2,4
"mindustry.world.meta.StatValues.sep(Table, String)",0,1,1,1
"mindustry.world.meta.StatValues.speedBoosters(String, float, float, boolean, Boolf<Liquid>)",27,3,3,6
"mindustry.world.meta.StatValues.squared(float, StatUnit)",2,1,1,2
mindustry.world.meta.StatValues.stack(Item),0,1,1,1
mindustry.world.meta.StatValues.stack(ItemStack),0,1,1,1
mindustry.world.meta.StatValues.stack(PayloadStack),0,1,1,1
"mindustry.world.meta.StatValues.stack(TextureRegion, int, UnlockableContent)",0,1,1,1
"mindustry.world.meta.StatValues.stack(TextureRegion, int, UnlockableContent, boolean)",4,1,3,3
"mindustry.world.meta.StatValues.stack(UnlockableContent, int)",0,1,1,1
"mindustry.world.meta.StatValues.stack(UnlockableContent, int, boolean)",0,1,1,1
mindustry.world.meta.StatValues.statusEffects(Seq<StatusEffect>),0,1,1,1
"mindustry.world.meta.StatValues.string(String, Object...)",0,1,1,1
"mindustry.world.meta.StatValues.weapons(UnitType, Seq<Weapon>)",14,3,7,8
"mindustry.world.meta.StatValues.withTooltip(T, UnlockableContent)",0,1,1,1
"mindustry.world.meta.StatValues.withTooltip(T, UnlockableContent, boolean)",9,1,5,5
"mindustry.world.meta.Stats.add(Stat, Attribute)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, Attribute, boolean)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, Attribute, boolean, float, boolean)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, Attribute, float)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, Item)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, ItemStack)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, Liquid, float, boolean)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, StatValue)",2,1,2,3
"mindustry.world.meta.Stats.add(Stat, String, Object...)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, boolean)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, float)",0,1,1,1
"mindustry.world.meta.Stats.add(Stat, float, StatUnit)",0,1,1,1
"mindustry.world.meta.Stats.addMultModifier(Stat, float)",0,1,1,1
"mindustry.world.meta.Stats.addPercent(Stat, float)",0,1,1,1
"mindustry.world.meta.Stats.addPercentModifier(Stat, float)",0,1,1,1
mindustry.world.meta.Stats.remove(Stat),2,2,1,3
"mindustry.world.meta.Stats.replace(Stat, StatValue)",0,1,1,1
mindustry.world.meta.Stats.toMap(),4,1,3,4
mindustry.world.modules.BlockModule.read(Reads),0,1,1,1
"mindustry.world.modules.BlockModule.read(Reads, boolean)",0,1,1,1
"mindustry.world.modules.ItemModule.add(Item, int)",0,1,1,1
mindustry.world.modules.ItemModule.add(ItemModule),1,1,2,2
mindustry.world.modules.ItemModule.add(ItemSeq),0,1,1,1
mindustry.world.modules.ItemModule.add(Iterable<ItemStack>),1,1,2,2
"mindustry.world.modules.ItemModule.add(int, int)",1,1,1,2
mindustry.world.modules.ItemModule.any(),0,1,1,1
mindustry.world.modules.ItemModule.clear(),0,1,1,1
mindustry.world.modules.ItemModule.copy(),0,1,1,1
mindustry.world.modules.ItemModule.each(ItemConsumer),3,1,3,3
mindustry.world.modules.ItemModule.empty(),0,1,1,1
mindustry.world.modules.ItemModule.first(),3,3,3,3
mindustry.world.modules.ItemModule.get(Item),0,1,1,1
mindustry.world.modules.ItemModule.get(int),0,1,1,1
mindustry.world.modules.ItemModule.getFlowRate(Item),1,1,1,2
"mindustry.world.modules.ItemModule.handleFlow(Item, int)",1,1,1,2
mindustry.world.modules.ItemModule.has(Item),0,1,1,1
"mindustry.world.modules.ItemModule.has(Item, int)",0,1,1,1
mindustry.world.modules.ItemModule.has(ItemSeq),3,3,2,3
mindustry.world.modules.ItemModule.has(ItemStack[]),3,3,2,3
"mindustry.world.modules.ItemModule.has(ItemStack[], float)",3,3,2,3
mindustry.world.modules.ItemModule.has(Iterable<ItemStack>),3,3,2,3
mindustry.world.modules.ItemModule.has(int),0,1,1,1
mindustry.world.modules.ItemModule.hasFlowItem(Item),1,1,2,2
mindustry.world.modules.ItemModule.hasOne(ItemStack[]),3,3,2,3
mindustry.world.modules.ItemModule.length(),0,1,1,1
"mindustry.world.modules.ItemModule.read(Reads, boolean)",6,1,4,5
"mindustry.world.modules.ItemModule.remove(Item, int)",0,1,1,1
mindustry.world.modules.ItemModule.remove(ItemSeq),0,1,1,1
mindustry.world.modules.ItemModule.remove(ItemStack),0,1,1,1
mindustry.world.modules.ItemModule.remove(ItemStack[]),1,1,2,2
mindustry.world.modules.ItemModule.remove(Iterable<ItemStack>),1,1,2,2
"mindustry.world.modules.ItemModule.set(Item, int)",0,1,1,1
mindustry.world.modules.ItemModule.set(ItemModule),0,1,1,1
mindustry.world.modules.ItemModule.stopFlow(),0,1,1,1
mindustry.world.modules.ItemModule.sum(ItemCalculator),3,1,3,3
mindustry.world.modules.ItemModule.take(),5,3,3,4
mindustry.world.modules.ItemModule.toString(),4,1,4,4
mindustry.world.modules.ItemModule.total(),0,1,1,1
mindustry.world.modules.ItemModule.undoFlow(Item),1,1,1,2
mindustry.world.modules.ItemModule.updateFlow(),28,1,9,11
mindustry.world.modules.ItemModule.write(Writes),6,1,3,5
"mindustry.world.modules.LiquidModule.add(Liquid, float)",1,1,2,2
mindustry.world.modules.LiquidModule.clear(),0,1,1,1
mindustry.world.modules.LiquidModule.current(),0,1,1,1
mindustry.world.modules.LiquidModule.currentAmount(),0,1,1,1
mindustry.world.modules.LiquidModule.each(LiquidConsumer),3,1,3,3
mindustry.world.modules.LiquidModule.get(Liquid),0,1,1,1
mindustry.world.modules.LiquidModule.getFlowRate(Liquid),1,1,1,2
"mindustry.world.modules.LiquidModule.handleFlow(Liquid, float)",1,1,2,2
mindustry.world.modules.LiquidModule.hasFlowLiquid(Liquid),1,1,2,2
"mindustry.world.modules.LiquidModule.read(Reads, boolean)",9,1,4,6
"mindustry.world.modules.LiquidModule.remove(Liquid, float)",0,1,1,1
"mindustry.world.modules.LiquidModule.reset(Liquid, float)",0,1,1,1
"mindustry.world.modules.LiquidModule.set(Liquid, float)",1,1,1,2
mindustry.world.modules.LiquidModule.stopFlow(),0,1,1,1
mindustry.world.modules.LiquidModule.sum(LiquidCalculator),3,1,3,3
mindustry.world.modules.LiquidModule.updateFlow(),28,1,9,11
mindustry.world.modules.LiquidModule.write(Writes),6,1,3,5
mindustry.world.modules.PowerModule.read(Reads),3,1,3,4
mindustry.world.modules.PowerModule.write(Writes),1,1,2,2
"mouseMoved(InputEvent, float, float)",0,n/a,n/a,n/a
next(byte[]),0,n/a,n/a,n/a
onReadBuilding(),8,n/a,n/a,n/a
onReadTileData(),8,n/a,n/a,n/a
"pan(InputEvent, float, float, float, float)",2,n/a,n/a,n/a
power.ConsumeGeneratorTests.createGenerator(InputType),2,1,3,3
power.ConsumeGeneratorTests.efficiencyRemainsConstantWithinItemDuration_ItemsOnly(),0,1,1,1
power.ConsumeGeneratorTests.generatorWorksProperlyWithItemInput(),1,1,2,2
power.ConsumeGeneratorTests.generatorWorksProperlyWithLiquidInput(),3,1,3,3
"power.ConsumeGeneratorTests.simulateItemConsumption(InputType, Item, int, String)",2,1,2,3
"power.ConsumeGeneratorTests.simulateLiquidConsumption(float, InputType, Liquid, float, String)",0,1,1,1
power.ConsumeGeneratorTests.testItemDuration(InputType),1,1,2,2
power.DirectConsumerTests.noPowerRequestedWithInsufficientItems(),0,1,1,1
power.DirectConsumerTests.noPowerRequestedWithNoItems(),0,1,1,1
power.DirectConsumerTests.powerRequestedWithSufficientItems(),0,1,1,1
"power.DirectConsumerTests.testUnitFactory(int, int, float, float, float)",0,1,1,1
power.PowerTestFixture.createFakeBattery(float),0,1,1,1
power.PowerTestFixture.createFakeDirectConsumer(float),0,1,1,1
power.PowerTestFixture.createFakeProducerBlock(float),0,1,1,1
"power.PowerTestFixture.createFakeTile(int, int, Block)",3,1,3,4
power.PowerTestFixture.initializeDependencies(),2,1,2,3
power.PowerTests.PowerGraphTests.batteryCapacityIsAsExpected(),0,1,1,1
power.PowerTests.PowerGraphTests.directConsumerSatisfactionIsAsExpected(),0,1,1,1
power.PowerTests.PowerGraphTests.directConsumptionStopsWithNoPower(),1,1,2,2
"power.PowerTests.PowerGraphTests.simulateDirectConsumption(float, float, float, String)",1,1,2,2
"power.PowerTests.PowerGraphTests.simulateDirectConsumptionWithBattery(float, float, float, float, float, String)",4,1,5,5
power.PowerTests.init(),0,1,1,1
"read(Json, JsonValue, Class)",13,n/a,n/a,n/a
"readValue(Class<T>, Class, JsonValue, Class)",3,1,5,5
"received(Connection, Object)",6,n/a,n/a,n/a
"resize(int, int)",0,n/a,n/a,n/a
"scrolled(InputEvent, float, float, float, float)",0,n/a,n/a,n/a
setBlock(Block),1,n/a,n/a,n/a
"setBlock(Block, Team, int, Prov<Building>)",0,1,1,1
"setContainerPosition(Element, float, float)",0,n/a,n/a,n/a
"setStat(String, int)",0,n/a,n/a,n/a
setup(),11,n/a,n/a,n/a
shareFile(Fi),2,n/a,n/a,n/a
"showFileChooser(boolean, String, String, Cons<Fi>)",12,n/a,n/a,n/a
skip(Vec3),0,n/a,n/a,n/a
start(),0,n/a,n/a,n/a
storeStats(),0,n/a,n/a,n/a
"tap(InputEvent, float, float, int, KeyCode)",2,n/a,n/a,n/a
textureName(),0,n/a,n/a,n/a
tile(int),0,n/a,n/a,n/a
"touchDown(InputEvent, float, float, int, KeyCode)",6,n/a,n/a,n/a
"touchDragged(InputEvent, float, float, int)",9,n/a,n/a,n/a
"touchUp(InputEvent, float, float, int, KeyCode)",6,n/a,n/a,n/a
"touched(int, int)",7,1,5,5
"touchedLine(int, int, int, int)",7,1,3,4
update(),22,n/a,n/a,n/a
update(Building),0,n/a,n/a,n/a
updateRelative(float),0,n/a,n/a,n/a
"write(Json, Attribute, Class)",0,n/a,n/a,n/a
"write(Json, Block, Class)",0,n/a,n/a,n/a
"write(Json, Color, Class)",0,n/a,n/a,n/a
"write(Json, Item, Class)",0,n/a,n/a,n/a
"write(Json, ItemStack, Class)",0,n/a,n/a,n/a
"write(Json, Liquid, Class)",0,n/a,n/a,n/a
"write(Json, MapObjectives, Class)",5,n/a,n/a,n/a
"write(Json, Planet, Class)",0,n/a,n/a,n/a
"write(Json, Sector, Class)",0,n/a,n/a,n/a
"write(Json, SectorPreset, Class)",0,n/a,n/a,n/a
"write(Json, Team, Class)",0,n/a,n/a,n/a
"write(Json, UnitType, Class)",0,n/a,n/a,n/a
"write(Json, UnlockableContent, Class)",1,n/a,n/a,n/a
"write(Json, Weather, Class)",0,n/a,n/a,n/a
"writeValue(Object, Class, Class)",4,2,2,3
"zoom(InputEvent, float, float)",1,n/a,n/a,n/a

Class,OCavg,OCmax,WMC
ApplicationTests,"2,22",16,111
GenericModTest,"1,50",2,3
ModTestAllure,"1,00",1,1
mindustry.ClientLauncher,"3,33",8,40
mindustry.Vars,"4,86",11,34
mindustry.ai.Astar,"3,50",11,14
mindustry.ai.BaseBuilderAI,"10,75",25,43
mindustry.ai.BaseRegistry,"8,50",16,17
mindustry.ai.BaseRegistry.BasePart,"1,00",1,2
mindustry.ai.BlockIndexer,"4,19",11,130
mindustry.ai.BlockIndexer.TurretQuadtree,"1,00",1,3
mindustry.ai.ControlPathfinder,"5,59",14,274
mindustry.ai.ControlPathfinder.Cluster,n/a,n/a,0
mindustry.ai.ControlPathfinder.FieldCache,"1,00",1,1
mindustry.ai.ControlPathfinder.FieldIndexStruct,n/a,n/a,0
mindustry.ai.ControlPathfinder.IntraEdgeStruct,n/a,n/a,0
mindustry.ai.ControlPathfinder.NodeIndexStruct,n/a,n/a,0
mindustry.ai.ControlPathfinder.PathRequest,"1,00",1,1
mindustry.ai.ItemUnitStance,"1,20",2,6
